app_du,mean_load,coefficient_of_variation,burstiness,lag1_autocorrelation,usable_minutes,coverage_ratio,imputed_ratio,mean_service_cpu_used_cores_proxy,observed_minutes,average_capacity_delta,over_provisioning_delta,scaling_actions_delta,sla_violation_delta,load_weight,outcome_taxonomy
app_7766,141.49802459490738,0.3057427437422374,1.282145107816082,0.9763995992357682,11205,0.97265625,0.02734375,141.49802459490738,11205,-8.073796374023424,-13.467706085094822,378.0,0.0042067307692307,141.49802459490738,"Over improved, SLA worsened"
app_7791,239.54241145833322,0.3602358174476285,1.5117183819853788,0.9938833327540197,11205,0.97265625,0.02734375,239.5424114583332,11205,-7.033646105255912,-11.945125061388236,421.0,0.0006009615384615,239.5424114583332,"Over improved, SLA worsened"
app_7876,633.5613503472202,0.9606402434900213,1.9918165767346947,0.9673394904979375,11208,0.9729166666666668,0.0270833333333333,633.5613503472201,11208,42.748348200524504,18.565373978919823,248.0,-0.0006009615384615,633.5613503472201,"SLA improved, Actions worsened"
app_7890,63.93836979166638,0.2785541046301869,1.2293087899504789,0.9502052868997464,11203,0.9724826388888888,0.0275173611111111,63.9383697916664,11203,1.1914201713921475,-0.0776915128812545,489.0,0.0030048076923077,63.9383697916664,"Over improved, SLA worsened"
app_7908,1744.8893203124992,0.40804887719221283,1.580624609190721,0.9913507509587463,11207,0.9728298611111112,0.0271701388888888,1744.8893203124992,11207,169.94696904152693,100.11500322188226,-480.0,-0.0168269230769231,1744.8893203124992,Other mixed
app_8205,181.64111226851844,0.88496576857137,2.8415428288998434,0.9978835907770867,11205,0.97265625,0.02734375,181.64111226851844,11205,15.539345611381547,6.922125368050324,-7.0,0.0294471153846153,181.64111226851844,Other mixed
app_8274,479.96932581018183,0.22801377383852364,1.1954666735520776,0.9579413374826588,11207,0.9728298611111112,0.0271701388888888,479.96932581018183,11207,-15.032724517952232,-24.90402075041635,362.0,0.0036057692307692,479.96932581018183,"Over improved, SLA worsened"
app_8360,192.30954999999983,0.461611206389833,1.826430356682754,0.9926897585701573,11205,0.97265625,0.02734375,192.30954999999983,11205,-1.392148916283432,-5.8538701731324725,244.0,0.0114182692307693,192.30954999999983,"Over improved, SLA worsened"
app_8492,303.8569207175927,0.4873857888464637,1.8372978484354934,0.992950534689706,11203,0.9724826388888888,0.0275173611111111,303.8569207175927,11203,12.877478443588458,1.9682829333387133,146.0,0.0078124999999999,303.8569207175927,All worsened
app_8532,525.14730324074,0.6873406222787021,2.227182086719188,0.9767448695472352,11204,0.9725694444444444,0.0274305555555555,525.14730324074,11204,46.56823771844972,38.534599273938504,2.0,0.0,525.14730324074,All worsened
app_8661,672.6120800925926,0.29985934098021827,1.4186602177419152,0.9904700807122475,11207,0.9728298611111112,0.0271701388888888,672.6120800925927,11207,-3.934641804194541,-17.584780337032793,240.0,0.0114182692307692,672.6120800925927,"Over improved, SLA worsened"
app_8719,396.7352392939815,0.4035546175091617,1.639685451581386,0.9956696223837865,11204,0.9725694444444444,0.0274305555555555,396.7352392939815,11204,28.509304521207355,13.784267800153728,6.0,0.001201923076923,396.7352392939815,All worsened
app_8727,1022.0920949074072,0.3923007393885919,1.5790005695584652,0.9936898137135336,11203,0.9724826388888888,0.0275173611111111,1022.0920949074072,11203,6.757946417215692,-13.591731828198924,98.0,0.0,1022.0920949074072,"Over improved, SLA worsened"
app_8775,343.5770066550926,0.8335247083523968,2.4346361479297776,0.8686746696873894,11201,0.9723090277777776,0.0276909722222222,343.57700665509265,11201,186.35684788694,159.1103304090503,-219.0,-0.0570913461538462,343.57700665509265,Other mixed
app_8832,119.09559953703688,0.44026710848992895,1.541453538560365,0.9868285321533243,11206,0.9727430555555556,0.0272569444444444,119.09559953703688,11206,-4.718514150805127,-9.718854134983175,378.0,0.0006009615384615,119.09559953703688,"Over improved, SLA worsened"
app_888,259.3407692129629,0.28445081497878166,1.3548274768610407,0.9870268985114128,11207,0.9728298611111112,0.0271701388888888,259.34076921296287,11207,-6.383752376313701,-11.770414039590127,382.0,0.0048076923076923,259.34076921296287,"Over improved, SLA worsened"
app_8981,50.49826388888869,0.3420583503485441,1.3156887956819214,0.8873509890870193,11204,0.9725694444444444,0.0274305555555555,50.49826388888869,11204,-1.211170278357347,-3.399292700878447,454.0,0.0042067307692308,50.49826388888869,"Over improved, SLA worsened"
app_9030,252.9468608217592,0.3667452549897712,1.5418310868390277,0.9956767038294526,11205,0.97265625,0.02734375,252.9468608217592,11205,-9.132391055321676,-21.03004940019349,231.0,0.0048076923076923,252.9468608217592,"Over improved, SLA worsened"
app_9081,187.24025665509254,0.38084326961744674,1.5909132219825877,0.9955671307760591,11207,0.9728298611111112,0.0271701388888888,187.24025665509257,11207,-13.897323383873868,-21.69074360446777,327.0,0.0006009615384615,187.24025665509257,"Over improved, SLA worsened"
app_9352,418.8728912037037,0.3855258292168955,1.6177230552831294,0.9961376803219468,11206,0.9727430555555556,0.0272569444444444,418.8728912037037,11206,-3.6842607180487903,-22.794956390633295,122.0,0.0246394230769231,418.8728912037037,"Over improved, SLA worsened"
app_9529,427.52279704861115,0.38183648496798983,1.6127178981481805,0.9904274308277317,11202,0.9723958333333332,0.0276041666666666,427.5227970486111,11202,-2.9698907531999623,-24.578535066553073,32.0,0.0318509615384615,427.5227970486111,"Over improved, SLA worsened"
app_9541,212.1138015046293,0.5537426642618581,2.1208458076540992,0.9893021953052893,11207,0.9728298611111112,0.0271701388888888,212.11380150462932,11207,5.118249533584155,-0.9635061952781392,254.0,0.0168269230769231,212.11380150462932,"Over improved, SLA worsened"
app_9678,1257.5952239583296,0.34575863037074844,1.4005455012698802,0.9866220656036839,11204,0.9725694444444444,0.0274305555555555,1257.5952239583296,11204,20.851620741579893,-5.165295258469413,15.0,0.0,1257.5952239583296,Near-neutral
app_9733,380.72697743055556,0.426584895184825,1.7220844302255631,0.9965540720946698,11209,0.9730034722222224,0.0269965277777777,380.7269774305557,11209,-6.79237261347761,-14.638263163357388,278.0,0.0,380.7269774305557,"Over improved, SLA worsened"
app_9741,508.6964322916672,0.6324285148765105,2.158170564949421,0.9009308659962152,11205,0.97265625,0.02734375,508.6964322916671,11205,164.87888553601724,141.89799348214314,-180.0,-0.0606971153846154,508.6964322916671,Other mixed
